#chromosome = contig_id
#window_idx = genomic window index
#nanop_meth_frequency = mean methylation frequency from Nanopore data
#wgbs_meth_frequency = mean methylation frequency from WGBS data
#
chromosome	window_idx	nanop_meth_frequency	wgbs_meth_frequency
ctg1006_pilon	16.0	0.03136542767295598	0.02464443742138365
ctg1006_pilon	17.0	0.027165068586387436	0.02896325727748691
ctg1007_pilon	0.0	0.4769304918918919	0.36213054108108106
ctg1007_pilon	1.0	0.26176580368098157	0.3709646656441718
ctg1007_pilon	2.0	0.04425001048951049	0.04855807937062937
ctg1007_pilon	3.0	0.03337264695652174	0.02516012898550725
ctg1007_pilon	4.0	0.023518848626373625	0.027333609065934066
ctg1007_pilon	5.0	0.03479437477876106	0.028077015486725664
ctg1007_pilon	6.0	0.026491408333333334	0.027054664583333332
ctg1007_pilon	7.0	0.03227484715719063	0.024965274247491637
ctg1007_pilon	8.0	0.027956985663082436	0.03137432437275985
ctg1007_pilon	9.0	0.020941166666666667	0.024222039130434785
ctg1007_pilon	10.0	0.047083316666666666	0.02801330125
ctg1007_pilon	11.0	0.035623381818181823	0.027308027999999998
ctg1007_pilon	12.0	0.04170620295202952	0.025385932103321032
ctg1007_pilon	13.0	0.03637402469135803	0.02800914938271605
ctg1007_pilon	14.0	0.043809514285714286	0.034279539428571426
ctg1007_pilon	15.0	0.04823788105726872	0.027416008370044053
ctg1007_pilon	16.0	0.0493295	0.027010493103448278
ctg1008_pilon	0.0	0.02686048743718593	0.03129618391959799
ctg1008_pilon	1.0	0.02258108200455581	0.03019344624145786
ctg1008_pilon	2.0	0.02887907490636704	0.030164254307116105
ctg1008_pilon	3.0	0.47329935714285715	0.36829905
ctg1008_pilon	4.0	0.6680215428571429	0.64800112
ctg1008_pilon	5.0	0.1276539832599119	0.11772475682819385
ctg1008_pilon	6.0	0.02342726146788991	0.023428477981651378
ctg1008_pilon	7.0	0.01807759649122807	0.024679928654970762
ctg1008_pilon	8.0	0.02003960498220641	0.027032407117437724
ctg1008_pilon	9.0	0.02834599324324324	0.030302534121621618
ctg1008_pilon	10.0	0.03274279678456592	0.02869904533762058
ctg1008_pilon	11.0	0.04768391346153846	0.030011981410256412
ctg1008_pilon	12.0	0.025909763358778627	0.029233497201017814
ctg1008_pilon	13.0	0.032735896678966786	0.0265612295202952
ctg1008_pilon	14.0	0.01477235390946502	0.03809513621399177
ctg1008_pilon	15.0	0.018075303317535544	0.027155681042654027
ctg1008_pilon	16.0	0.034401415887850464	0.025147796261682245
ctg1009_pilon	0.0	0.029638079084967323	0.02693592516339869
ctg1009_pilon	1.0	0.021455696202531644	0.02400623316455696
ctg1009_pilon	2.0	0.03546853299492386	0.027310871065989846
ctg1009_pilon	3.0	0.024965743265306123	0.02755372979591837
ctg1009_pilon	4.0	0.03162501631205674	0.023887383687943263
ctg1009_pilon	5.0	0.024174295871559635	0.029933884862385324
ctg1009_pilon	6.0	0.030655255742296918	0.025108322408963588
ctg1009_pilon	7.0	0.2599059876923077	0.2635388507692308
ctg1009_pilon	8.0	0.8345772328767124	0.8406411712328767
ctg1009_pilon	9.0	0.6520426844262295	0.6194231286885246
ctg1009_pilon	10.0	0.6603383947368421	0.7339248421052632
ctg1009_pilon	11.0	0.5341383932038836	0.5124562718446601
ctg1009_pilon	12.0	0.5354016432432432	0.4953233756756757
ctg1009_pilon	13.0	0.769999668789809	0.7941219152866241
ctg1009_pilon	14.0	0.6484721913580247	0.6633182481481481
ctg1009_pilon	15.0	0.6731013037974684	0.7760494683544303
ctg1009_pilon	16.0	0.6868712535211268	0.8282056056338029
ctg1009_pilon	17.0	0.728136775	0.7822493942307692
ctg1009_pilon	18.0	0.7619739724770643	0.760300247706422
ctg1009_pilon	19.0	0.5745807864864865	0.7009550270270271
ctg1009_pilon	20.0	0.679883962962963	0.7216144518518518
ctg1009_pilon	21.0	0.48596810483870967	0.537327075
ctg1009_pilon	22.0	0.09066357058823529	0.04941509411764706
ctg1009_pilon	23.0	0.148148	0.0
ctg100_pilon	0.0	0.048050543689320394	0.0339384359223301
ctg100_pilon	1.0	0.02382512303664922	0.026305980104712044
ctg100_pilon	2.0	0.03642483294117647	0.026313252470588237
ctg100_pilon	3.0	0.0227187722513089	0.026537818062827224
ctg100_pilon	4.0	0.02673487217630854	0.03261034958677686
ctg100_pilon	5.0	0.02939872786069652	0.026000885074626865
ctg100_pilon	6.0	0.047954509034267914	0.025337156697819312
ctg100_pilon	7.0	0.05215040763052209	0.052973936947791164
ctg100_pilon	8.0	0.03323938	0.02346710375
ctg100_pilon	9.0	0.03715616149068323	0.028499969565217394
ctg100_pilon	10.0	0.036635583916083916	0.024357761188811188
ctg100_pilon	11.0	0.02698707063197026	0.024239136431226768
ctg100_pilon	12.0	0.03498252431506849	0.025244905821917806
ctg100_pilon	13.0	0.036114245059288536	0.026469107509881424
ctg100_pilon	14.0	0.05874182352941177	0.02484299901960784
ctg100_pilon	15.0	0.042376417424242425	0.026397296590909093
ctg100_pilon	16.0	0.02469057709251101	0.028951225991189426
ctg100_pilon	17.0	0.04093837254901961	0.02464683450980392
ctg100_pilon	18.0	0.02793346889952153	0.02478840956937799
ctg100_pilon	19.0	0.029490380116959067	0.03061032105263158
ctg100_pilon	20.0	0.054422428	0.028732419636363637
ctg100_pilon	21.0	0.03582719147982063	0.038129656502242155
ctg100_pilon	22.0	0.051037336099585065	0.026214383817427384
ctg100_pilon	23.0	0.054425652671755725	0.03048564847328244
ctg100_pilon	24.0	0.056110848376623376	0.02992232207792208
ctg100_pilon	25.0	0.04039262352941177	0.044833033088235295
ctg100_pilon	26.0	0.023629961538461537	0.028041334615384612
ctg100_pilon	27.0	0.044706504932735425	0.025592228251121077
ctg100_pilon	28.0	0.039821359133126934	0.02685312569659443
ctg100_pilon	29.0	0.02834295286195286	0.02568175723905724
ctg100_pilon	30.0	0.052089324390243906	0.0289142787456446
ctg100_pilon	31.0	0.0513265673553719	0.0305970979338843
ctg100_pilon	32.0	0.03190361722488039	0.027932693779904306
ctg100_pilon	33.0	0.03221941983240224	0.025925241061452515
ctg100_pilon	34.0	0.026835668487394958	0.034143648319327737
ctg100_pilon	35.0	0.0459548814229249	0.028292745059288537
ctg100_pilon	36.0	0.03513730368098159	0.042411617791411046
ctg100_pilon	37.0	0.04666563203463204	0.02798175800865801
ctg100_pilon	38.0	0.03885165229357798	0.023400561467889908
ctg100_pilon	39.0	0.020054781705426357	0.024708881860465114
ctg100_pilon	40.0	0.02600535942622951	0.03060269774590164
ctg100_pilon	41.0	0.039460774509803925	0.026724379901960783
ctg100_pilon	42.0	0.03289263942307692	0.024218891346153848
ctg100_pilon	43.0	0.0518641102310231	0.026624682508250827
ctg100_pilon	44.0	0.044800572649572656	0.028273346153846152
ctg100_pilon	45.0	0.04550104416243655	0.02678544314720812
ctg100_pilon	46.0	0.028742656159420288	0.029608467391304346
ctg100_pilon	47.0	0.02605929338842975	0.02777340082644628
ctg100_pilon	48.0	0.03602900881226053	0.035215017624521075
ctg100_pilon	49.0	0.029382813247863248	0.024391444017094015
ctg100_pilon	50.0	0.030333961209964413	0.027617614946619216
ctg100_pilon	51.0	0.04542178445229682	0.02514708551236749
ctg100_pilon	52.0	0.030376761904761906	0.02826364468864469
ctg100_pilon	53.0	0.042167254416961134	0.029842321908127207
ctg100_pilon	54.0	0.049008849577464784	0.03652883352112676
ctg100_pilon	55.0	0.015916002777777778	0.025161387500000004
ctg100_pilon	56.0	0.022579335483870967	0.02728818991935484
ctg100_pilon	57.0	0.024310277777777778	0.029433960714285716
ctg100_pilon	58.0	0.04033760714285714	0.026591069841269844
ctg100_pilon	59.0	0.04213065896551724	0.025680602413793104
ctg100_pilon	60.0	0.03125180909090909	0.026968206666666664
ctg100_pilon	61.0	0.021045298136645962	0.03124050900621118
ctg100_pilon	62.0	0.0424478533632287	0.026213573991031393
ctg100_pilon	63.0	0.040357920529801326	0.02807262450331126
ctg100_pilon	64.0	0.05041990545454546	0.026136404
ctg100_pilon	65.0	0.04210588363636364	0.026188421818181817
ctg100_pilon	66.0	0.044859368821292774	0.03079836349809886
ctg100_pilon	67.0	0.03014585792682927	0.028486419512195122
ctg100_pilon	68.0	0.03181567279792746	0.02567745025906736
ctg100_pilon	69.0	0.08213039267015707	0.06868810209424084
ctg100_pilon	70.0	0.037544324291497976	0.02616012186234818
ctg100_pilon	71.0	0.02681603192982456	0.027065280701754388
ctg100_pilon	72.0	0.01969401171875	0.02510180078125
ctg100_pilon	73.0	0.014652567975830815	0.026693064652567974
ctg100_pilon	74.0	0.03667513197969543	0.024889718274111676
ctg100_pilon	75.0	0.020420986033519554	0.027482137430167596
ctg100_pilon	76.0	0.02892918134715026	0.029067982901554407
ctg100_pilon	77.0	0.254511108	0.2224840576
ctg100_pilon	78.0	0.6443837486338797	0.5796217557377049
ctg100_pilon	79.0	0.5333058305084746	0.5546532745762712
ctg100_pilon	80.0	0.5921561760563381	0.5677746056338028
ctg100_pilon	81.0	0.646779034965035	0.6326472657342658
ctg100_pilon	82.0	0.8538704927536233	0.8850490869565217
ctg100_pilon	83.0	0.5202726086956522	0.527553947826087
ctg100_pilon	84.0	0.604558205882353	0.6789614411764706
ctg100_pilon	85.0	0.3190978298136646	0.3321123304347826
ctg100_pilon	86.0	0.09907601492537313	0.10587233432835821
ctg1010_pilon	0.0	0.19963132903225805	0.12316892645161291
ctg1010_pilon	1.0	0.3064045212121212	0.3266166878787879
ctg1010_pilon	2.0	0.7369148559322033	0.7380252457627119
ctg1010_pilon	3.0	0.6861992592592593	0.6276113555555556
ctg1010_pilon	4.0	0.7392839506172839	0.6921891419753087
ctg1010_pilon	5.0	0.7990741594202898	0.7240549710144927
ctg1010_pilon	6.0	0.6530549205298013	0.6644889867549668
ctg1010_pilon	7.0	0.7310571565217391	0.6635291739130434
ctg1010_pilon	8.0	0.6944652424242425	0.6100643333333333
ctg1010_pilon	9.0	0.728081875	0.7186462782608696
ctg1010_pilon	10.0	0.2928571484716157	0.2739745786026201
ctg1010_pilon	11.0	0.306183875	0.31685058958333334
ctg1010_pilon	12.0	0.7504112727272728	0.7729204545454545
ctg1010_pilon	13.0	0.8064516451612903	0.7992342903225806
ctg1010_pilon	14.0	0.7551922168674698	0.773423921686747
ctg1010_pilon	15.0	0.8353294848484849	0.8171692222222222
ctg1010_pilon	16.0	0.7306785211267606	0.7210666556338029
ctg1011_pilon	0.0	0.052067851736111115	0.032001241666666666
ctg1011_pilon	1.0	0.03364667154811716	0.02457483138075314
ctg1011_pilon	2.0	0.053128346276595746	0.025003947872340424
ctg1011_pilon	3.0	0.022697368421052633	0.027602015131578946
ctg1011_pilon	4.0	0.038658775147928995	0.026262007100591716
ctg1011_pilon	5.0	0.018884859375	0.025544820703125
ctg1011_pilon	6.0	0.02534471212121212	0.02514701792929293
ctg1011_pilon	7.0	0.02684937075208914	0.02628715181058496
ctg1011_pilon	8.0	0.48298917061611374	0.5145185018957346
ctg1011_pilon	9.0	0.7837837972972973	0.6811734594594594
ctg1011_pilon	10.0	0.8175851685393258	0.8189164831460674
ctg1011_pilon	11.0	0.6405391018867924	0.6593765671698114
ctg1011_pilon	12.0	0.6625632303370786	0.6246451084269663
ctg1011_pilon	13.0	0.5728112	0.5352149231578948
ctg1011_pilon	14.0	0.7036556818181818	0.7229280311688312
ctg1011_pilon	15.0	0.7866607823129251	0.7801368911564626
ctg1011_pilon	16.0	0.8048111644444444	0.8232532875555555
ctg1011_pilon	17.0	0.35151057130044844	0.36769764304932734
ctg1011_pilon	18.0	0.031989385462555066	0.03394160264317181
ctg1011_pilon	19.0	0.029217451153846156	0.028818306153846156
ctg1011_pilon	20.0	0.02661050992647059	0.027030620220588237
ctg1011_pilon	21.0	0.024378873188405797	0.024250191304347826
ctg1012_pilon	0.0	0.0316975077294686	0.024563667632850242
ctg1012_pilon	1.0	0.027094772684085514	0.024734426365795724
ctg1012_pilon	2.0	0.022842511945392493	0.03220377576791809
ctg1012_pilon	3.0	0.036912560655737704	0.026118072786885244
ctg1012_pilon	4.0	0.035080056768558944	0.024599138864628823
ctg1012_pilon	5.0	0.08873990252707581	0.11860156534296028
ctg1012_pilon	6.0	0.5891806617647058	0.5778961882352941
ctg1012_pilon	7.0	0.2109093557312253	0.2022123051383399
ctg1012_pilon	8.0	0.031650784	0.030287994000000002
ctg1012_pilon	9.0	0.04588922040816326	0.022621903673469387
ctg1012_pilon	10.0	0.04257426519823789	0.02766409603524229
ctg1012_pilon	11.0	0.025303452488687785	0.02833128552036199
ctg1012_pilon	12.0	0.04818110975609756	0.02756569756097561
ctg1012_pilon	13.0	0.029021512903225806	0.028292543920595534
ctg1012_pilon	14.0	0.02685434153846154	0.024600527307692306
ctg1012_pilon	15.0	0.03412571974522293	0.026478231528662424
ctg1012_pilon	16.0	0.0524002	0.03837983212435233
ctg1013_pilon	0.0	0.06996365887850467	0.058084780373831774
ctg1013_pilon	1.0	0.06070108262195122	0.07360188140243903
ctg1013_pilon	2.0	0.03670811607142858	0.02883581607142857
ctg1013_pilon	3.0	0.024162879487179486	0.026968034065934066
ctg1013_pilon	4.0	0.07390356069364162	0.05399530867052023
ctg1013_pilon	5.0	0.023319866013071896	0.02708178366013072
ctg1013_pilon	6.0	0.02673960849315068	0.026007328767123288
ctg1013_pilon	7.0	0.04613402577319588	0.026155262886597936
ctg1013_pilon	8.0	0.025838703056768563	0.03056914847161572
ctg1013_pilon	9.0	0.0180713598820059	0.047539792330383475
ctg1013_pilon	10.0	0.01737134080717489	0.027699232286995515
ctg1013_pilon	11.0	0.02528822105263158	0.023789085263157896
ctg1013_pilon	12.0	0.04305327203065134	0.0308502337164751
ctg1013_pilon	13.0	0.03296386206896552	0.030269211330049263
ctg1013_pilon	14.0	0.026826247311827957	0.037803660573476706
ctg1013_pilon	15.0	0.04046242196531792	0.025071119653179187
ctg1013_pilon	16.0	0.08221174305555555	0.06270790659722222
ctg1013_pilon	17.0	0.02480040828402367	0.029959650887573967
ctg1013_pilon	18.0	0.03384578145695365	0.0319478059602649
ctg1013_pilon	19.0	0.03868537777777778	0.02487420409356725
ctg1013_pilon	20.0	0.017291520061728394	0.026636179320987653
ctg1013_pilon	21.0	0.08785210915492958	0.026431643661971833
ctg1013_pilon	22.0	0.0368105125	0.023985620833333332
ctg1013_pilon	23.0	0.02803094683544304	0.027824699240506328
ctg1013_pilon	24.0	0.0725772108433735	0.061525356626506024
ctg1013_pilon	25.0	0.8680997134831461	0.9048093943820225
ctg1013_pilon	26.0	0.8260544197530865	0.8962687283950618
ctg1013_pilon	27.0	0.5406663023255814	0.5808861553488373
ctg1013_pilon	28.0	0.7463908253968253	0.705785746031746
ctg1014_pilon	0.0	0.036784912751677855	0.028372267785234898
ctg1014_pilon	1.0	0.015744464788732395	0.02846246971830986
ctg1014_pilon	2.0	0.03403438888888889	0.023438725
ctg1014_pilon	3.0	0.03631413195488722	0.02626053834586466
ctg1014_pilon	4.0	0.029047327402135236	0.021601487900355872
ctg1014_pilon	5.0	0.022939965217391306	0.02546509260869565
ctg1014_pilon	6.0	0.14813953488372095	0.10651102279069767
ctg1014_pilon	7.0	0.5464355570175439	0.3972282907894737
ctg1014_pilon	8.0	0.4241912658227848	0.41231984261603377
ctg1014_pilon	9.0	0.5814731343873518	0.4081321691699605
ctg1014_pilon	10.0	0.28988833495145633	0.200402186407767
ctg1014_pilon	11.0	0.02263234147465438	0.02552661658986175
ctg1014_pilon	12.0	0.03409056325581395	0.02497308558139535
ctg1014_pilon	13.0	0.09673441846153846	0.10459595653846154
ctg1014_pilon	14.0	0.03617952298850575	0.025033958620689654
ctg1014_pilon	15.0	0.02378377837837838	0.02492654216216216
ctg1014_pilon	16.0	0.044375851851851854	0.026565141975308643
ctg1014_pilon	17.0	0.03662396123348018	0.023492278854625553
ctg1014_pilon	18.0	0.03679876369863014	0.026407943835616437
ctg1014_pilon	19.0	0.04755891142857143	0.026179005396825397
ctg1014_pilon	20.0	0.09046148484848485	0.06412049225589225
ctg1014_pilon	21.0	0.28416876315789474	0.29683376842105264
ctg1015_pilon	0.0	0.027291589802631577	0.028794720394736843
ctg1015_pilon	1.0	0.016734692857142856	0.024893467500000002
ctg1015_pilon	2.0	0.018561555023923444	0.025901667464114833
ctg1015_pilon	3.0	0.014975892638036808	0.027541600000000003
ctg1015_pilon	4.0	0.030092126627218933	0.027647107692307694
ctg1015_pilon	5.0	0.008760832236842105	0.026489049013157896
ctg1015_pilon	6.0	0.01734000814479638	0.027351926546003016
ctg1015_pilon	7.0	0.019381376369863014	0.027847173801369866
ctg1015_pilon	8.0	0.016185005625879042	0.02681357158931083
ctg1015_pilon	9.0	0.0242153590625	0.02420184
ctg1015_pilon	10.0	0.019577299582463466	0.028724568893528184
ctg1015_pilon	11.0	0.023476088741721853	0.022848735761589405
ctg1015_pilon	12.0	0.016008456093189963	0.026968195878136203
ctg1015_pilon	13.0	0.0263448625	0.025353521875
ctg1015_pilon	14.0	0.018409051202749143	0.025903723711340206
ctg1015_pilon	15.0	0.02195466414141414	0.025128617424242425
ctg1015_pilon	16.0	0.030590991071428573	0.026709532142857144
ctg1015_pilon	17.0	0.024178494736842103	0.025614372280701757
ctg1015_pilon	18.0	0.051268108695652174	0.022078005434782607
ctg1015_pilon	19.0	0.023181109422492404	0.02762415775075988
ctg1015_pilon	20.0	0.02884166871165644	0.024668347239263807
ctg1015_pilon	21.0	0.03231830612244898	0.022814621768707483
ctg1015_pilon	22.0	0.03542364128440367	0.027518162079510702
ctg1015_pilon	23.0	0.0957522155080214	0.04997274331550802
ctg1015_pilon	24.0	0.4868933174496644	0.49275151006711404
ctg1015_pilon	25.0	0.26470808720930233	0.2881579505813953
ctg1015_pilon	26.0	0.042527084375	0.039540100446428576
ctg1015_pilon	27.0	0.019095088157894735	0.024620360526315787
ctg1016_pilon	0.0	0.255293835106383	0.25769697393617025
ctg1016_pilon	1.0	0.8763277819905213	0.8975433843601895
ctg1016_pilon	2.0	0.5613530320855615	0.579422455080214
ctg1016_pilon	3.0	0.020452109550561797	0.0306007047752809
ctg1016_pilon	4.0	0.028665160393258428	0.029914028651685392
ctg1016_pilon	5.0	0.1434923802419355	0.14751009717741936
ctg1016_pilon	6.0	0.5855833690476191	0.6142987166666666
ctg1016_pilon	7.0	0.12124999285714286	0.11769249035714287
