mean_binary_idx	mRNA
11	augustus_masked-ctg1190_pilon-processed-gene-0.33-mRNA-1
11	augustus_masked-ctg1190_pilon-processed-gene-0.34-mRNA-1
01	augustus_masked-ctg1190_pilon-processed-gene-0.35-mRNA-1
11	augustus_masked-ctg1191_pilon-processed-gene-2.15-mRNA-1
00	augustus_masked-ctg1193_pilon-processed-gene-0.10-mRNA-1
11	augustus_masked-ctg1193_pilon-processed-gene-1.39-mRNA-1
01	augustus_masked-ctg1197_pilon-processed-gene-0.65-mRNA-1
00	augustus_masked-ctg120_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg1200_pilon-processed-gene-0.31-mRNA-1
11	augustus_masked-ctg1201_pilon-processed-gene-0.6-mRNA-1
00	augustus_masked-ctg1203_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg1203_pilon-processed-gene-0.3-mRNA-1
01	augustus_masked-ctg1206_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg1209_pilon-processed-gene-0.53-mRNA-1
00	augustus_masked-ctg121_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg121_pilon-processed-gene-0.3-mRNA-1
11	augustus_masked-ctg121_pilon-processed-gene-1.24-mRNA-1
11	augustus_masked-ctg121_pilon-processed-gene-3.2-mRNA-1
11	augustus_masked-ctg121_pilon-processed-gene-4.26-mRNA-1
00	augustus_masked-ctg121_pilon-processed-gene-6.10-mRNA-1
01	augustus_masked-ctg1214_pilon-processed-gene-0.19-mRNA-1
00	augustus_masked-ctg1216_pilon-processed-gene-0.34-mRNA-1
00	augustus_masked-ctg1216_pilon-processed-gene-0.35-mRNA-1
00	augustus_masked-ctg122_pilon-processed-gene-6.5-mRNA-1
11	augustus_masked-ctg1225_pilon-processed-gene-2.0-mRNA-1
11	augustus_masked-ctg1225_pilon-processed-gene-2.5-mRNA-1
11	augustus_masked-ctg123_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg123_pilon-processed-gene-1.31-mRNA-1
00	augustus_masked-ctg123_pilon-processed-gene-5.14-mRNA-1
00	augustus_masked-ctg123_pilon-processed-gene-5.19-mRNA-1
00	augustus_masked-ctg123_pilon-processed-gene-8.39-mRNA-1
00	augustus_masked-ctg1232_pilon-processed-gene-0.14-mRNA-1
00	augustus_masked-ctg1232_pilon-processed-gene-0.18-mRNA-1
00	augustus_masked-ctg1232_pilon-processed-gene-0.38-mRNA-1
00	augustus_masked-ctg1237_pilon-processed-gene-0.44-mRNA-1
01	augustus_masked-ctg124_pilon-processed-gene-3.15-mRNA-1
00	augustus_masked-ctg1249_pilon-processed-gene-0.64-mRNA-1
01	augustus_masked-ctg1250_pilon-processed-gene-0.23-mRNA-1
00	augustus_masked-ctg1251_pilon-processed-gene-0.9-mRNA-1
00	augustus_masked-ctg126_pilon-processed-gene-3.22-mRNA-1
01	augustus_masked-ctg126_pilon-processed-gene-7.17-mRNA-1
11	augustus_masked-ctg126_pilon-processed-gene-8.40-mRNA-1
01	augustus_masked-ctg1263_pilon-processed-gene-0.55-mRNA-1
11	augustus_masked-ctg1269_pilon-processed-gene-0.26-mRNA-1
00	augustus_masked-ctg127_pilon-processed-gene-4.22-mRNA-1
00	augustus_masked-ctg127_pilon-processed-gene-4.24-mRNA-1
00	augustus_masked-ctg1273_pilon-processed-gene-1.7-mRNA-1
11	augustus_masked-ctg1277_pilon-processed-gene-0.65-mRNA-1
00	augustus_masked-ctg1278_pilon-processed-gene-0.11-mRNA-1
11	augustus_masked-ctg1280_pilon-processed-gene-0.11-mRNA-1
01	augustus_masked-ctg1284_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg1290_pilon-processed-gene-0.44-mRNA-1
11	augustus_masked-ctg1292_pilon-processed-gene-0.12-mRNA-1
11	augustus_masked-ctg1293_pilon-processed-gene-1.15-mRNA-1
00	augustus_masked-ctg1296_pilon-processed-gene-0.26-mRNA-1
00	augustus_masked-ctg1297_pilon-processed-gene-0.18-mRNA-1
01	augustus_masked-ctg13_pilon-processed-gene-1.15-mRNA-1
11	augustus_masked-ctg1301_pilon-processed-gene-0.41-mRNA-1
01	augustus_masked-ctg1302_pilon-processed-gene-0.42-mRNA-1
00	augustus_masked-ctg131_pilon-processed-gene-4.2-mRNA-1
00	augustus_masked-ctg1317_pilon-processed-gene-0.49-mRNA-1
00	augustus_masked-ctg1318_pilon-processed-gene-0.38-mRNA-1
11	augustus_masked-ctg1318_pilon-processed-gene-0.40-mRNA-1
00	augustus_masked-ctg132_pilon-processed-gene-2.117-mRNA-1
00	augustus_masked-ctg132_pilon-processed-gene-2.118-mRNA-1
11	augustus_masked-ctg132_pilon-processed-gene-3.2-mRNA-1
01	augustus_masked-ctg132_pilon-processed-gene-4.7-mRNA-1
01	augustus_masked-ctg132_pilon-processed-gene-4.8-mRNA-1
11	augustus_masked-ctg132_pilon-processed-gene-7.1-mRNA-1
11	augustus_masked-ctg132_pilon-processed-gene-7.5-mRNA-1
00	augustus_masked-ctg1322_pilon-processed-gene-0.3-mRNA-1
11	augustus_masked-ctg133_pilon-processed-gene-1.38-mRNA-1
00	augustus_masked-ctg133_pilon-processed-gene-2.14-mRNA-1
11	augustus_masked-ctg1330_pilon-processed-gene-1.21-mRNA-1
00	augustus_masked-ctg1332_pilon-processed-gene-0.51-mRNA-1
00	augustus_masked-ctg1339_pilon-processed-gene-0.39-mRNA-1
01	augustus_masked-ctg1340_pilon-processed-gene-0.23-mRNA-1
00	augustus_masked-ctg1348_pilon-processed-gene-0.29-mRNA-1
11	augustus_masked-ctg135_pilon-processed-gene-4.20-mRNA-1
00	augustus_masked-ctg1358_pilon-processed-gene-2.57-mRNA-1
00	augustus_masked-ctg1359_pilon-processed-gene-0.13-mRNA-1
00	augustus_masked-ctg1363_pilon-processed-gene-0.39-mRNA-1
00	augustus_masked-ctg1365_pilon-processed-gene-0.41-mRNA-1
00	augustus_masked-ctg1371_pilon-processed-gene-0.21-mRNA-1
00	augustus_masked-ctg1373_pilon-processed-gene-0.29-mRNA-1
11	augustus_masked-ctg138_pilon-processed-gene-2.10-mRNA-1
00	augustus_masked-ctg1383_pilon-processed-gene-0.43-mRNA-1
00	augustus_masked-ctg1383_pilon-processed-gene-0.44-mRNA-1
00	augustus_masked-ctg1387_pilon-processed-gene-0.23-mRNA-1
11	augustus_masked-ctg1389_pilon-processed-gene-0.21-mRNA-1
01	augustus_masked-ctg139_pilon-processed-gene-1.4-mRNA-1
10	augustus_masked-ctg139_pilon-processed-gene-4.36-mRNA-1
11	augustus_masked-ctg1392_pilon-processed-gene-0.25-mRNA-1
00	augustus_masked-ctg14_pilon-processed-gene-0.5-mRNA-1
11	augustus_masked-ctg14_pilon-processed-gene-0.6-mRNA-1
11	augustus_masked-ctg14_pilon-processed-gene-2.21-mRNA-1
11	augustus_masked-ctg14_pilon-processed-gene-4.42-mRNA-1
11	augustus_masked-ctg14_pilon-processed-gene-4.43-mRNA-1
11	augustus_masked-ctg14_pilon-processed-gene-7.110-mRNA-1
01	augustus_masked-ctg141_pilon-processed-gene-3.11-mRNA-1
00	augustus_masked-ctg1411_pilon-processed-gene-0.11-mRNA-1
11	augustus_masked-ctg1414_pilon-processed-gene-1.32-mRNA-1
10	augustus_masked-ctg142_pilon-processed-gene-2.18-mRNA-1
00	augustus_masked-ctg1423_pilon-processed-gene-1.17-mRNA-1
00	augustus_masked-ctg1425_pilon-processed-gene-0.20-mRNA-1
00	augustus_masked-ctg1426_pilon-processed-gene-0.21-mRNA-1
00	augustus_masked-ctg1427_pilon-processed-gene-1.25-mRNA-1
00	augustus_masked-ctg143_pilon-processed-gene-0.6-mRNA-1
01	augustus_masked-ctg143_pilon-processed-gene-1.1-mRNA-1
00	augustus_masked-ctg1437_pilon-processed-gene-0.15-mRNA-1
01	augustus_masked-ctg144_pilon-processed-gene-3.4-mRNA-1
11	augustus_masked-ctg144_pilon-processed-gene-5.20-mRNA-1
00	augustus_masked-ctg1441_pilon-processed-gene-0.5-mRNA-1
00	augustus_masked-ctg1443_pilon-processed-gene-0.74-mRNA-1
10	augustus_masked-ctg1443_pilon-processed-gene-0.76-mRNA-1
00	augustus_masked-ctg1444_pilon-processed-gene-1.4-mRNA-1
00	augustus_masked-ctg145_pilon-processed-gene-2.4-mRNA-1
11	augustus_masked-ctg1450_pilon-processed-gene-1.5-mRNA-1
10	augustus_masked-ctg1450_pilon-processed-gene-1.8-mRNA-1
00	augustus_masked-ctg1453_pilon-processed-gene-0.36-mRNA-1
11	augustus_masked-ctg1455_pilon-processed-gene-0.1-mRNA-1
01	augustus_masked-ctg1460_pilon-processed-gene-0.16-mRNA-1
00	augustus_masked-ctg147_pilon-processed-gene-1.4-mRNA-1
00	augustus_masked-ctg1473_pilon-processed-gene-0.9-mRNA-1
00	augustus_masked-ctg1479_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg148_pilon-processed-gene-3.14-mRNA-1
00	augustus_masked-ctg1480_pilon-processed-gene-0.20-mRNA-1
11	augustus_masked-ctg1484_pilon-processed-gene-0.1-mRNA-1
0NA	augustus_masked-ctg1485_pilon-processed-gene-0.19-mRNA-1
00	augustus_masked-ctg1485_pilon-processed-gene-0.30-mRNA-1
11	augustus_masked-ctg1486_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg1487_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg149_pilon-processed-gene-1.2-mRNA-1
00	augustus_masked-ctg1497_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg15_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg15_pilon-processed-gene-3.22-mRNA-1
1NA	augustus_masked-ctg15_pilon-processed-gene-3.23-mRNA-1
11	augustus_masked-ctg15_pilon-processed-gene-4.34-mRNA-1
11	augustus_masked-ctg15_pilon-processed-gene-5.37-mRNA-1
00	augustus_masked-ctg15_pilon-processed-gene-8.20-mRNA-1
00	augustus_masked-ctg15_pilon-processed-gene-8.8-mRNA-1
01	augustus_masked-ctg1500_pilon-processed-gene-0.52-mRNA-1
00	augustus_masked-ctg1501_pilon-processed-gene-0.23-mRNA-1
NA0	augustus_masked-ctg1501_pilon-processed-gene-1.77-mRNA-1
00	augustus_masked-ctg1504_pilon-processed-gene-0.35-mRNA-1
01	augustus_masked-ctg151_pilon-processed-gene-2.44-mRNA-1
00	augustus_masked-ctg1514_pilon-processed-gene-0.2-mRNA-1
11	augustus_masked-ctg152_pilon-processed-gene-1.0-mRNA-1
00	augustus_masked-ctg1525_pilon-processed-gene-0.36-mRNA-1
00	augustus_masked-ctg1528_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg153_pilon-processed-gene-10.19-mRNA-1
00	augustus_masked-ctg153_pilon-processed-gene-11.43-mRNA-1
00	augustus_masked-ctg153_pilon-processed-gene-7.0-mRNA-1
00	augustus_masked-ctg153_pilon-processed-gene-7.7-mRNA-1
00	augustus_masked-ctg153_pilon-processed-gene-9.31-mRNA-1
00	augustus_masked-ctg154_pilon-processed-gene-0.27-mRNA-1
11	augustus_masked-ctg154_pilon-processed-gene-5.30-mRNA-1
11	augustus_masked-ctg1551_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg1552_pilon-processed-gene-0.16-mRNA-1
00	augustus_masked-ctg1556_pilon-processed-gene-0.15-mRNA-1
01	augustus_masked-ctg1557_pilon-processed-gene-0.29-mRNA-1
11	augustus_masked-ctg156_pilon-processed-gene-4.3-mRNA-1
00	augustus_masked-ctg1562_pilon-processed-gene-0.30-mRNA-1
10	augustus_masked-ctg157_pilon-processed-gene-1.23-mRNA-1
00	augustus_masked-ctg1574_pilon-processed-gene-0.53-mRNA-1
00	augustus_masked-ctg1576_pilon-processed-gene-0.53-mRNA-1
01	augustus_masked-ctg158_pilon-processed-gene-3.50-mRNA-1
10	augustus_masked-ctg16_pilon-processed-gene-11.27-mRNA-1
00	augustus_masked-ctg16_pilon-processed-gene-12.67-mRNA-1
00	augustus_masked-ctg16_pilon-processed-gene-12.74-mRNA-1
11	augustus_masked-ctg16_pilon-processed-gene-3.42-mRNA-1
00	augustus_masked-ctg16_pilon-processed-gene-5.58-mRNA-1
00	augustus_masked-ctg16_pilon-processed-gene-6.19-mRNA-1
00	augustus_masked-ctg16_pilon-processed-gene-7.71-mRNA-1
01	augustus_masked-ctg160_pilon-processed-gene-0.29-mRNA-1
00	augustus_masked-ctg160_pilon-processed-gene-0.32-mRNA-1
00	augustus_masked-ctg160_pilon-processed-gene-1.7-mRNA-1
00	augustus_masked-ctg160_pilon-processed-gene-1.8-mRNA-1
00	augustus_masked-ctg160_pilon-processed-gene-2.11-mRNA-1
11	augustus_masked-ctg160_pilon-processed-gene-3.2-mRNA-1
11	augustus_masked-ctg160_pilon-processed-gene-3.3-mRNA-1
00	augustus_masked-ctg1609_pilon-processed-gene-0.81-mRNA-1
11	augustus_masked-ctg1612_pilon-processed-gene-0.12-mRNA-1
11	augustus_masked-ctg1612_pilon-processed-gene-0.8-mRNA-1
01	augustus_masked-ctg162_pilon-processed-gene-7.30-mRNA-1
11	augustus_masked-ctg1624_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg163_pilon-processed-gene-1.44-mRNA-1
11	augustus_masked-ctg163_pilon-processed-gene-1.49-mRNA-1
11	augustus_masked-ctg163_pilon-processed-gene-3.29-mRNA-1
01	augustus_masked-ctg163_pilon-processed-gene-5.112-mRNA-1
00	augustus_masked-ctg1639_pilon-processed-gene-0.14-mRNA-1
11	augustus_masked-ctg164_pilon-processed-gene-2.58-mRNA-1
00	augustus_masked-ctg1642_pilon-processed-gene-0.16-mRNA-1
00	augustus_masked-ctg1643_pilon-processed-gene-0.12-mRNA-1
01	augustus_masked-ctg1644_pilon-processed-gene-0.15-mRNA-1
11	augustus_masked-ctg165_pilon-processed-gene-1.21-mRNA-1
11	augustus_masked-ctg165_pilon-processed-gene-2.2-mRNA-1
NA0	augustus_masked-ctg1656_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg1659_pilon-processed-gene-0.21-mRNA-1
00	augustus_masked-ctg1659_pilon-processed-gene-0.22-mRNA-1
01	augustus_masked-ctg166_pilon-processed-gene-4.28-mRNA-1
00	augustus_masked-ctg1661_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg167_pilon-processed-gene-2.20-mRNA-1
00	augustus_masked-ctg1671_pilon-processed-gene-0.20-mRNA-1
00	augustus_masked-ctg1679_pilon-processed-gene-0.6-mRNA-1
11	augustus_masked-ctg1683_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg1684_pilon-processed-gene-0.4-mRNA-1
00	augustus_masked-ctg1690_pilon-processed-gene-0.22-mRNA-1
11	augustus_masked-ctg1691_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg1694_pilon-processed-gene-0.17-mRNA-1
00	augustus_masked-ctg1694_pilon-processed-gene-0.18-mRNA-1
00	augustus_masked-ctg1699_pilon-processed-gene-0.1-mRNA-1
1NA	augustus_masked-ctg17_pilon-processed-gene-2.93-mRNA-1
11	augustus_masked-ctg17_pilon-processed-gene-3.24-mRNA-1
00	augustus_masked-ctg17_pilon-processed-gene-4.14-mRNA-1
00	augustus_masked-ctg17_pilon-processed-gene-5.13-mRNA-1
00	augustus_masked-ctg17_pilon-processed-gene-7.21-mRNA-1
11	augustus_masked-ctg17_pilon-processed-gene-8.17-mRNA-1
01	augustus_masked-ctg170_pilon-processed-gene-2.18-mRNA-1
11	augustus_masked-ctg170_pilon-processed-gene-2.19-mRNA-1
00	augustus_masked-ctg1719_pilon-processed-gene-0.19-mRNA-1
00	augustus_masked-ctg1719_pilon-processed-gene-0.20-mRNA-1
00	augustus_masked-ctg172_pilon-processed-gene-0.20-mRNA-1
00	augustus_masked-ctg172_pilon-processed-gene-2.3-mRNA-1
00	augustus_masked-ctg1720_pilon-processed-gene-0.72-mRNA-1
00	augustus_masked-ctg1726_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg1727_pilon-processed-gene-0.33-mRNA-1
00	augustus_masked-ctg1728_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg1729_pilon-processed-gene-0.27-mRNA-1
11	augustus_masked-ctg1731_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg1732_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg174_pilon-processed-gene-2.12-mRNA-1
11	augustus_masked-ctg1742_pilon-processed-gene-0.28-mRNA-1
00	augustus_masked-ctg1749_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg1756_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg1763_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg1763_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg1763_pilon-processed-gene-0.13-mRNA-1
11	augustus_masked-ctg1766_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg1771_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg1773_pilon-processed-gene-0.40-mRNA-1
00	augustus_masked-ctg1773_pilon-processed-gene-0.41-mRNA-1
00	augustus_masked-ctg1775_pilon-processed-gene-0.21-mRNA-1
00	augustus_masked-ctg1778_pilon-processed-gene-0.19-mRNA-1
11	augustus_masked-ctg178_pilon-processed-gene-3.81-mRNA-1
00	augustus_masked-ctg179_pilon-processed-gene-1.46-mRNA-1
11	augustus_masked-ctg1799_pilon-processed-gene-0.22-mRNA-1
11	augustus_masked-ctg1799_pilon-processed-gene-0.23-mRNA-1
01	augustus_masked-ctg18_pilon-processed-gene-9.11-mRNA-1
11	augustus_masked-ctg180_pilon-processed-gene-7.90-mRNA-1
00	augustus_masked-ctg1808_pilon-processed-gene-0.25-mRNA-1
00	augustus_masked-ctg1808_pilon-processed-gene-0.46-mRNA-1
00	augustus_masked-ctg1818_pilon-processed-gene-0.28-mRNA-1
00	augustus_masked-ctg1818_pilon-processed-gene-0.29-mRNA-1
11	augustus_masked-ctg182_pilon-processed-gene-1.12-mRNA-1
00	augustus_masked-ctg1825_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg1827_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg183_pilon-processed-gene-0.14-mRNA-1
01	augustus_masked-ctg183_pilon-processed-gene-3.13-mRNA-1
00	augustus_masked-ctg1836_pilon-processed-gene-0.3-mRNA-1
00	augustus_masked-ctg184_pilon-processed-gene-3.17-mRNA-1
00	augustus_masked-ctg1841_pilon-processed-gene-0.23-mRNA-1
00	augustus_masked-ctg1843_pilon-processed-gene-0.20-mRNA-1
NA0	augustus_masked-ctg1849_pilon-processed-gene-0.4-mRNA-1
00	augustus_masked-ctg1849_pilon-processed-gene-0.5-mRNA-1
01	augustus_masked-ctg185_pilon-processed-gene-1.12-mRNA-1
11	augustus_masked-ctg185_pilon-processed-gene-1.13-mRNA-1
00	augustus_masked-ctg185_pilon-processed-gene-1.6-mRNA-1
11	augustus_masked-ctg185_pilon-processed-gene-3.1-mRNA-1
01	augustus_masked-ctg185_pilon-processed-gene-3.11-mRNA-1
01	augustus_masked-ctg185_pilon-processed-gene-4.26-mRNA-1
00	augustus_masked-ctg185_pilon-processed-gene-6.18-mRNA-1
00	augustus_masked-ctg1850_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg1863_pilon-processed-gene-0.23-mRNA-1
01	augustus_masked-ctg188_pilon-processed-gene-1.20-mRNA-1
11	augustus_masked-ctg189_pilon-processed-gene-4.2-mRNA-1
11	augustus_masked-ctg189_pilon-processed-gene-5.23-mRNA-1
00	augustus_masked-ctg1894_pilon-processed-gene-0.16-mRNA-1
00	augustus_masked-ctg19_pilon-processed-gene-9.4-mRNA-1
