"group"	"r.squared"	"i"
"Conserved methylation
across families"	0.318798935065747	63
"Contrasting methylation
amongst tubeworms"	0.176221105459622	63
"Contrasting methylation
across families"	0.227481804712059	64
"Conserved methylation
amongst tubeworms"	0.252380971940051	64
"Contrasting methylation
amongst tubeworms"	0.195644612290517	64
"Conserved methylation
across families"	0.324313551966946	64
"Contrasting methylation
across families"	0.221011028363955	65
"Conserved methylation
amongst tubeworms"	0.266599463536111	65
"Conserved methylation
across families"	0.34614252279145	65
"Contrasting methylation
amongst tubeworms"	0.183319025539596	65
"Contrasting methylation
across families"	0.242748060619999	66
"Conserved methylation
across families"	0.323601584457648	66
"Conserved methylation
amongst tubeworms"	0.267722215531235	66
"Contrasting methylation
amongst tubeworms"	0.19695234371739	66
"Contrasting methylation
across families"	0.218807446693922	67
"Conserved methylation
amongst tubeworms"	0.262060929692022	67
"Conserved methylation
across families"	0.322497163194181	67
"Contrasting methylation
amongst tubeworms"	0.189742253356729	67
"Contrasting methylation
across families"	0.227261719989758	68
"Conserved methylation
amongst tubeworms"	0.282625680835643	68
"Conserved methylation
across families"	0.330923876385294	68
"Contrasting methylation
amongst tubeworms"	0.181959426787373	68
"Contrasting methylation
across families"	0.231105134472181	69
"Conserved methylation
amongst tubeworms"	0.262535483878698	69
"Conserved methylation
across families"	0.323237671974973	69
"Contrasting methylation
amongst tubeworms"	0.190595422683417	69
"Contrasting methylation
across families"	0.213588003578933	70
"Conserved methylation
amongst tubeworms"	0.265444620575671	70
"Conserved methylation
across families"	0.301423050428528	70
"Contrasting methylation
amongst tubeworms"	0.17880275305688	70
"Contrasting methylation
across families"	0.223660144063565	71
"Conserved methylation
amongst tubeworms"	0.273513688818273	71
"Conserved methylation
across families"	0.312420966368326	71
"Contrasting methylation
amongst tubeworms"	0.207134463589812	71
"Contrasting methylation
across families"	0.224910243516508	72
"Conserved methylation
amongst tubeworms"	0.285440847844472	72
"Conserved methylation
across families"	0.318102220754267	72
"Contrasting methylation
amongst tubeworms"	0.190761248849998	72
"Contrasting methylation
across families"	0.218449019619955	73
"Conserved methylation
amongst tubeworms"	0.279211056290643	73
"Conserved methylation
across families"	0.302903663315464	73
"Contrasting methylation
amongst tubeworms"	0.175457738056908	73
"Contrasting methylation
across families"	0.195664860574319	74
"Conserved methylation
amongst tubeworms"	0.294182532571155	74
"Conserved methylation
across families"	0.318388428369367	74
"Contrasting methylation
amongst tubeworms"	0.189189522480048	74
"Contrasting methylation
across families"	0.222742181849139	75
"Conserved methylation
amongst tubeworms"	0.256599692294395	75
"Conserved methylation
across families"	0.311327055758437	75
"Contrasting methylation
amongst tubeworms"	0.179613212134563	75
"Conserved methylation
across families"	0.313100864471713	76
"Conserved methylation
amongst tubeworms"	0.274868165388036	76
"Contrasting methylation
amongst tubeworms"	0.193568706107715	76
"Contrasting methylation
across families"	0.236008121893647	76
"Conserved methylation
amongst tubeworms"	0.281751946900655	77
"Conserved methylation
across families"	0.297099600194831	77
"Contrasting methylation
amongst tubeworms"	0.179594463372276	77
"Contrasting methylation
across families"	0.200308714751813	77
"Contrasting methylation
across families"	0.21986034101181	78
"Conserved methylation
across families"	0.334834700133546	78
"Contrasting methylation
amongst tubeworms"	0.170949086791171	78
"Conserved methylation
amongst tubeworms"	0.285911338205624	78
"Contrasting methylation
across families"	0.206605902234699	79
"Conserved methylation
amongst tubeworms"	0.264264588390943	79
"Contrasting methylation
amongst tubeworms"	0.198718059644797	79
"Conserved methylation
across families"	0.312646829939886	79
"Conserved methylation
amongst tubeworms"	0.260754013789523	80
"Conserved methylation
across families"	0.30840396869155	80
"Contrasting methylation
amongst tubeworms"	0.17435615076035	80
"Contrasting methylation
across families"	0.229628880757033	80
"Contrasting methylation
across families"	0.222760242532885	81
"Conserved methylation
amongst tubeworms"	0.288262037097939	81
"Conserved methylation
across families"	0.325419286011789	81
"Contrasting methylation
amongst tubeworms"	0.190782403492773	81
"Contrasting methylation
across families"	0.236727083582838	82
"Conserved methylation
across families"	0.32096488371712	82
"Conserved methylation
amongst tubeworms"	0.262289532980801	82
"Contrasting methylation
amongst tubeworms"	0.168404537235502	82
"Contrasting methylation
across families"	0.230594149457886	83
"Conserved methylation
amongst tubeworms"	0.268053096670628	83
"Conserved methylation
across families"	0.340444972907658	83
"Contrasting methylation
amongst tubeworms"	0.185809577426377	83
"Contrasting methylation
across families"	0.224419489799384	84
"Conserved methylation
amongst tubeworms"	0.268037426999946	84
"Conserved methylation
across families"	0.306559209973032	84
"Contrasting methylation
amongst tubeworms"	0.185390208590524	84
"Contrasting methylation
across families"	0.219929605420449	85
"Conserved methylation
amongst tubeworms"	0.266139550251427	85
"Conserved methylation
across families"	0.325119705381911	85
"Contrasting methylation
amongst tubeworms"	0.178711471891565	85
"Contrasting methylation
across families"	0.225632504641606	86
"Conserved methylation
amongst tubeworms"	0.266906953803679	86
"Conserved methylation
across families"	0.305854494576467	86
"Contrasting methylation
amongst tubeworms"	0.194219687293177	86
"Contrasting methylation
across families"	0.234003916478875	87
"Conserved methylation
amongst tubeworms"	0.285842556383376	87
"Conserved methylation
across families"	0.324617838462419	87
"Contrasting methylation
amongst tubeworms"	0.188518370800942	87
"Contrasting methylation
across families"	0.192804965353927	88
"Conserved methylation
amongst tubeworms"	0.269866864852579	88
"Conserved methylation
across families"	0.319140747040839	88
"Contrasting methylation
amongst tubeworms"	0.173386357202499	88
"Contrasting methylation
across families"	0.211801460956525	89
"Conserved methylation
amongst tubeworms"	0.306777634288862	89
"Conserved methylation
across families"	0.310577286747337	89
"Contrasting methylation
amongst tubeworms"	0.180412049727566	89
"Contrasting methylation
across families"	0.200736239152006	90
"Conserved methylation
amongst tubeworms"	0.259504938146838	90
"Conserved methylation
across families"	0.304023361098503	90
"Contrasting methylation
amongst tubeworms"	0.184242934078103	90
"Conserved methylation
amongst tubeworms"	0.292464503437552	91
"Conserved methylation
across families"	0.312060616934432	91
"Contrasting methylation
amongst tubeworms"	0.19732621505903	91
"Contrasting methylation
across families"	0.219059315874657	91
"Contrasting methylation
across families"	0.236231042409669	92
"Conserved methylation
amongst tubeworms"	0.271260355396648	92
"Conserved methylation
across families"	0.326257179605483	92
"Contrasting methylation
amongst tubeworms"	0.1928191620529	92
"Contrasting methylation
across families"	0.256824852458078	93
"Conserved methylation
amongst tubeworms"	0.266766412926484	93
"Contrasting methylation
amongst tubeworms"	0.190357525026078	93
"Conserved methylation
across families"	0.325062034857148	93
"Contrasting methylation
across families"	0.221161204546357	94
"Conserved methylation
amongst tubeworms"	0.277164161922507	94
"Conserved methylation
across families"	0.299074829301377	94
"Contrasting methylation
amongst tubeworms"	0.192212446169182	94
"Contrasting methylation
across families"	0.231273734472957	95
"Conserved methylation
amongst tubeworms"	0.280019561030106	95
"Conserved methylation
across families"	0.304514578526055	95
"Contrasting methylation
amongst tubeworms"	0.20009469687799	95
"Contrasting methylation
across families"	0.242394970173313	96
"Conserved methylation
amongst tubeworms"	0.257891406745051	96
"Conserved methylation
across families"	0.320116638870774	96
"Contrasting methylation
amongst tubeworms"	0.188686451081629	96
"Contrasting methylation
across families"	0.221832947754589	97
"Conserved methylation
amongst tubeworms"	0.285363739114738	97
"Contrasting methylation
amongst tubeworms"	0.186889532259784	97
"Conserved methylation
across families"	0.323095104203055	97
"Contrasting methylation
across families"	0.221193806545361	98
"Conserved methylation
amongst tubeworms"	0.26842686933103	98
"Conserved methylation
across families"	0.335462807201765	98
"Contrasting methylation
amongst tubeworms"	0.198091493137107	98
"Contrasting methylation
across families"	0.200047237638662	99
"Conserved methylation
amongst tubeworms"	0.278763323311769	99
"Conserved methylation
across families"	0.312276860757626	99
"Contrasting methylation
amongst tubeworms"	0.180572798407937	99
"Contrasting methylation
across families"	0.199618639834957	100
"Conserved methylation
across families"	0.335052254759669	100
"Conserved methylation
amongst tubeworms"	0.252251915596076	100
"Contrasting methylation
amongst tubeworms"	0.204396691409405	100
"Contrasting methylation
across families"	0.209819684963104	101
"Conserved methylation
amongst tubeworms"	0.291652035728807	101
"Conserved methylation
across families"	0.310065697283799	101
"Contrasting methylation
amongst tubeworms"	0.173554090773445	101
"Contrasting methylation
across families"	0.244900063126983	102
"Conserved methylation
amongst tubeworms"	0.278925843823727	102
"Conserved methylation
across families"	0.322404513838563	102
"Contrasting methylation
amongst tubeworms"	0.190828848031859	102
"Contrasting methylation
across families"	0.193869699688559	103
"Conserved methylation
amongst tubeworms"	0.279038157907593	103
"Conserved methylation
across families"	0.305361595856145	103
"Contrasting methylation
amongst tubeworms"	0.18255762047591	103
"Contrasting methylation
across families"	0.218531841560937	104
"Conserved methylation
amongst tubeworms"	0.263584224144418	104
"Conserved methylation
across families"	0.311728939185718	104
"Contrasting methylation
amongst tubeworms"	0.182538505284485	104
"Contrasting methylation
across families"	0.204974609183735	105
"Conserved methylation
amongst tubeworms"	0.258027458438327	105
"Conserved methylation
across families"	0.310021657074587	105
"Contrasting methylation
amongst tubeworms"	0.189395374637182	105
"Conserved methylation
amongst tubeworms"	0.289794229265956	106
"Contrasting methylation
amongst tubeworms"	0.180203849562906	106
"Conserved methylation
across families"	0.28825764797645	106
"Contrasting methylation
across families"	0.235949364992597	106
"Contrasting methylation
across families"	0.224765120396399	107
"Conserved methylation
amongst tubeworms"	0.260470293991399	107
"Conserved methylation
across families"	0.320686232611836	107
"Contrasting methylation
amongst tubeworms"	0.188288866361928	107
"Contrasting methylation
across families"	0.21975407147914	108
"Conserved methylation
amongst tubeworms"	0.27691289313521	108
"Conserved methylation
across families"	0.305348130019156	108
"Contrasting methylation
amongst tubeworms"	0.181669122504887	108
"Contrasting methylation
across families"	0.204869518277217	109
"Conserved methylation
amongst tubeworms"	0.28560782306181	109
"Conserved methylation
across families"	0.308555179742536	109
"Contrasting methylation
amongst tubeworms"	0.18335197073209	109
"Contrasting methylation
across families"	0.213049713284668	110
"Conserved methylation
amongst tubeworms"	0.268428219424557	110
"Conserved methylation
across families"	0.324955333551399	110
"Contrasting methylation
amongst tubeworms"	0.199238953824864	110
"Contrasting methylation
across families"	0.218653037089437	111
"Conserved methylation
amongst tubeworms"	0.283409449495693	111
"Contrasting methylation
amongst tubeworms"	0.180792177535022	111
"Conserved methylation
across families"	0.29765593212465	111
"Contrasting methylation
across families"	0.223030470683806	112
"Conserved methylation
amongst tubeworms"	0.273310553203407	112
"Conserved methylation
across families"	0.311399546703354	112
"Contrasting methylation
amongst tubeworms"	0.197518936537093	112
"Contrasting methylation
across families"	0.203803903610246	113
"Conserved methylation
amongst tubeworms"	0.293762303418996	113
"Conserved methylation
across families"	0.298313721049166	113
"Contrasting methylation
amongst tubeworms"	0.196413216890948	113
"Contrasting methylation
across families"	0.226652111585017	114
"Conserved methylation
amongst tubeworms"	0.270341744362959	114
"Conserved methylation
across families"	0.328823886718534	114
"Contrasting methylation
amongst tubeworms"	0.199461425083398	114
"Contrasting methylation
across families"	0.216354841322644	115
"Conserved methylation
amongst tubeworms"	0.269464882675008	115
"Conserved methylation
across families"	0.30045786893759	115
"Contrasting methylation
amongst tubeworms"	0.179442134714259	115
"Conserved methylation
amongst tubeworms"	0.278911726352913	116
"Conserved methylation
across families"	0.347399230147687	116
"Contrasting methylation
amongst tubeworms"	0.193710768278891	116
"Contrasting methylation
across families"	0.236671478369189	116
"Contrasting methylation
across families"	0.23217744477567	117
"Conserved methylation
amongst tubeworms"	0.305962936981471	117
"Conserved methylation
across families"	0.327099027657024	117
"Contrasting methylation
amongst tubeworms"	0.182481948058774	117
"Contrasting methylation
across families"	0.227407992143624	118
"Conserved methylation
amongst tubeworms"	0.25271463925677	118
"Conserved methylation
across families"	0.302743926122421	118
"Contrasting methylation
amongst tubeworms"	0.197582352731496	118
"Conserved methylation
amongst tubeworms"	0.245543866588069	119
"Conserved methylation
across families"	0.296667660380736	119
"Contrasting methylation
amongst tubeworms"	0.189049051881089	119
"Contrasting methylation
across families"	0.21803173045749	119
"Contrasting methylation
across families"	0.213383905606654	120
"Conserved methylation
amongst tubeworms"	0.282788144488772	120
"Conserved methylation
across families"	0.302699036609501	120
"Contrasting methylation
amongst tubeworms"	0.207034765050446	120
"Contrasting methylation
across families"	0.241216714133049	121
"Conserved methylation
amongst tubeworms"	0.279270199324378	121
"Conserved methylation
across families"	0.331627735183424	121
"Contrasting methylation
amongst tubeworms"	0.179702982235455	121
"Contrasting methylation
across families"	0.225335080525328	122
"Conserved methylation
amongst tubeworms"	0.261186708251204	122
"Conserved methylation
across families"	0.316763359672166	122
"Contrasting methylation
amongst tubeworms"	0.182141556331538	122
"Contrasting methylation
across families"	0.201464000895597	123
"Conserved methylation
across families"	0.309419793318182	123
"Conserved methylation
amongst tubeworms"	0.289523363859425	123
"Contrasting methylation
amongst tubeworms"	0.183300198098743	123
"Contrasting methylation
across families"	0.212071205194237	124
"Conserved methylation
across families"	0.307363469181944	124
"Conserved methylation
amongst tubeworms"	0.276174903438407	124
"Contrasting methylation
amongst tubeworms"	0.186543879946099	124
"Contrasting methylation
across families"	0.217935717698677	125
"Conserved methylation
amongst tubeworms"	0.269301670337356	125
"Conserved methylation
across families"	0.303705908780412	125
"Contrasting methylation
amongst tubeworms"	0.173558935817819	125
"Contrasting methylation
across families"	0.230070963040701	126
"Conserved methylation
across families"	0.31814190805362	126
"Conserved methylation
amongst tubeworms"	0.27949813714655	126
"Contrasting methylation
amongst tubeworms"	0.180692472450133	126
"Contrasting methylation
across families"	0.2277713558975	127
"Conserved methylation
amongst tubeworms"	0.271475523402598	127
"Conserved methylation
across families"	0.316545614002661	127
"Contrasting methylation
amongst tubeworms"	0.182939514676119	127
"Conserved methylation
amongst tubeworms"	0.29329796258282	128
"Conserved methylation
across families"	0.306991511191859	128
"Contrasting methylation
amongst tubeworms"	0.193534290863804	128
"Contrasting methylation
across families"	0.231750081996506	128
"Contrasting methylation
across families"	0.237390325235502	129
"Conserved methylation
amongst tubeworms"	0.266151354595671	129
"Conserved methylation
across families"	0.328439318218885	129
"Contrasting methylation
amongst tubeworms"	0.186242712799466	129
"Conserved methylation
amongst tubeworms"	0.275607129495652	130
"Conserved methylation
across families"	0.34703209682311	130
"Contrasting methylation
amongst tubeworms"	0.190201645000686	130
"Contrasting methylation
across families"	0.218668830835511	130
"Conserved methylation
amongst tubeworms"	0.273773890740148	131
"Conserved methylation
across families"	0.322368926899501	131
"Contrasting methylation
amongst tubeworms"	0.185642174494701	131
"Contrasting methylation
across families"	0.225085864759404	131
"Conserved methylation
amongst tubeworms"	0.276135796079692	132
"Conserved methylation
across families"	0.30709765381507	132
"Contrasting methylation
amongst tubeworms"	0.200677941793546	132
